subunit,facts_id,uom,date_plann,date_accom,date_compl,nbr_units_,nbr_units1,activity,method,equipment
000,BEAVER2014,ACRES,2014-07-31,2014-07-31,2014-07-31,7560,7560,Wildfire - Natural Ignition,Not Applicable,NA
000,1138001000,ACRES,2003-06-02,2003-06-04,2003-06-04,75,75,"Piling of Fuels, Hand or Machine",Manual,NA
000,1601030000,ACRES,2007-07-15,2007-08-15,2007-08-15,27,27,Chipping of Fuels,Mechanical,Chipper
000,1532803300,ACRES,2009-06-01,,,2.3,0,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,1532803300,ACRES,2010-10-01,2010-10-06,2010-10-07,2.3,2.3,Burning of Piled Material,Fire,Drip torch
000,F019000464,ACRES,2010-01-01,2010-06-11,2010-06-11,7.9,7.9,Wildlife Habitat Prescribed fire,Prescribed Burn,Drip torch
001,0030210000,ACRES,2010-09-15,2010-09-15,2011-07-27,20,20,Prune,Manual,NA
003,4S81000000,ACRES,2013-11-05,,,100,0,Burning of Piled Material,Fire,Drip torch
000,3045900000,ACRES,2006-09-01,2009-06-16,2009-07-21,55,55,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,3045900000,ACRES,2006-09-01,2009-06-16,2009-07-21,55,55,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,3045900000,ACRES,2009-10-31,2009-11-10,2009-11-16,55,55,Burning of Piled Material,Prescribed Burn,Drip torch
000,5130042000,ACRES,2014-02-01,2014-04-01,2014-04-01,89,89,Burning of Piled Material,Fire,Drip torch
000,7480815000,ACRES,2010-10-13,2010-10-13,2010-10-13,69,69,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
011,035038WALL,ACRES,2012-08-01,2012-08-31,2012-11-20,1.1,1.1,Site Preparation for Planting - Mechanical,Mechanical,Tractor (non-harvest)
000,0190H21003,ACRES,2014-01-01,2014-03-24,2014-10-10,5,5,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
011,035038WALL,ACRES,2012-10-01,2014-02-06,2014-02-06,1.1,1.1,Site Preparation for Planting - Burning,Prescribed Burn,Drip torch
011,035038WALL,ACRES,2012-08-01,2012-08-31,2012-11-20,1.1,1.1,Slashing - Pre-Site Preparation,Mechanical,Tractor (non-harvest)
000,1250139000,ACRES,2012-09-20,2012-09-20,2012-10-20,52,52,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,1250139000,ACRES,2012-09-20,2012-09-20,2012-10-20,52,52,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,1170269000,ACRES,2013-06-14,2013-06-14,,35,35,Precommercial Thin,Manual,Chain Saw
000,T453000003,ACRES,2010-11-17,2010-11-17,2010-11-17,18,18,Burning of Piled Material,Prescribed Burn,Drip torch
000,1554037000,ACRES,2012-06-15,2014-11-19,2014-11-19,2.6,2.6,Burning of Piled Material,Prescribed Burn,Drip torch
000,F272000004,ACRES,2014-10-02,2014-11-04,2014-11-04,1,1,Burning of Piled Material,Prescribed Burn,Drip torch
000,0273102000,ACRES,2003-03-15,2003-04-15,2003-04-15,11,11,"Piling of Fuels, Hand or Machine",Manual,NA
000,RAYS_FIRE_,ACRES,2014-08-01,2014-08-01,2014-08-01,20.8,20.8,Wildfire - Natural Ignition,Wildfire,NA
001,0030210000,ACRES,2010-05-01,2010-05-26,2010-09-17,20,20,Precommercial Thin,Mechanical,Masticator
030,035038WALL,ACRES,2012-08-01,2012-08-31,,1.5,1.5,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,Tractor (non-harvest)
000,7060123000,ACRES,2013-11-08,2013-11-08,2013-11-08,20,0.2,Burning of Piled Material,Fire,Drip torch
000,01900H3061,ACRES,2014-01-01,2014-03-24,,0.7,0.7,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190H11011,ACRES,2005-03-01,2008-07-25,2008-07-25,1.2,1.2,Burning of Piled Material,Prescribed Burn,Drip torch
000,7060123000,ACRES,2012-08-02,2012-08-02,,20,13,Commercial Thin,Tractor Logging,Feller Buncher
036,035038WALL,ACRES,2012-08-01,2012-08-31,,11.5,11.5,Slashing - Pre-Site Preparation,Mechanical,Tractor (non-harvest)
005,6264993000,ACRES,2005-10-01,2006-06-08,2006-06-08,1.2,1.2,Compacting/Crushing of Fuels,Mechanical,Masticator
000,T284000014,ACRES,2004-09-14,2004-09-14,2005-09-30,6,6,Compacting/Crushing of Fuels,Mechanical,Masticator
000,01900C9004,ACRES,2010-10-01,2010-10-30,2010-10-30,0.9,0.9,Burning of Piled Material,Prescribed Burn,Drip torch
000,5060013000,ACRES,2013-07-01,2014-01-15,,76,76,Stand Clearcut (w/ leave trees) (EA/RH/FH),Tractor Logging,Rubber tired skidder logging
000,1330961000,ACRES,2003-09-15,2003-09-15,2003-09-15,5,5,Compacting/Crushing of Fuels,Mechanical,Masticator
000,610504F000,ACRES,2008-05-21,2008-07-30,2008-07-30,131,131,Thinning for Hazardous Fuels Reduction,Mechanical,Helicopter (non-harvest)
000,610504F000,ACRES,2010-07-05,2010-08-24,2010-08-24,131,131,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,Helicopter (non-harvest)
000,T453000003,ACRES,2009-06-30,2009-06-30,2010-10-04,18,18,"Piling of Fuels, Hand or Machine",Mechanical pile,Grapple Piler
000,610549F000,ACRES,2008-05-21,2008-07-30,2008-07-30,42,42,Thinning for Hazardous Fuels Reduction,Mechanical,Helicopter (non-harvest)
000,610549F000,ACRES,2008-05-21,2008-07-30,2008-07-30,34,34,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,Helicopter (non-harvest)
000,610549F000,ACRES,2008-05-21,2008-07-30,2008-07-30,42,42,"Piling of Fuels, Hand or Machine",Mechanical,Helicopter (non-harvest)
000,610558F000,ACRES,2008-05-21,2008-07-30,2008-07-30,39,39,"Piling of Fuels, Hand or Machine",Mechanical,Helicopter (non-harvest)
000,070604F000,ACRES,2008-05-21,,,562,0,Fuel Break,Chemical,NA
000,1120000902,ACRES,2009-10-01,2010-08-30,2010-08-30,11.9,11.9,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
019,035038WALL,ACRES,2012-08-01,2012-08-31,,3.8,3.8,Thinning for Hazardous Fuels Reduction,Mechanical,Chain Saw
003,8601023000,ACRES,2009-09-01,2012-11-16,2012-11-16,67,67,Wildlife Habitat Prescribed fire,Fire,Drip torch
003,8601023000,ACRES,2009-09-01,2012-11-16,2012-11-16,67,67,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
019,035038WALL,ACRES,2012-08-01,2012-08-31,,3.8,3.8,Site Preparation for Planting - Mechanical,Mechanical,Tractor (non-harvest)
000,01900H3136,ACRES,2014-01-01,2014-03-24,,0.1,0.1,Burning of Piled Material,Prescribed Burn,Drip torch
000,F014000005,ACRES,2011-10-19,2011-10-19,2011-10-19,43.6,43.6,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,6390001000,ACRES,2010-12-05,2010-12-17,2010-12-17,6,6,Burning of Piled Material,Prescribed Burn,Drip torch
006,6010914000,ACRES,2009-06-09,2011-04-20,2011-04-20,30.2,30.2,Burning of Piled Material,Fire,Drip torch
000,0190F22143,ACRES,2009-05-05,2009-08-24,2009-08-24,0.2,0.2,Chipping of Fuels,Chipping,Chipper
000,0190F22143,ACRES,2009-05-05,2009-08-24,2009-08-24,0.2,0.2,Precommercial Thin,Manual,Chain Saw
014,035038WALL,ACRES,2012-08-01,2012-08-31,,10.1,10.1,Site Preparation for Planting - Mechanical,Mechanical,Tractor (non-harvest)
014,035038WALL,ACRES,2012-08-01,2012-08-31,,10.1,10.1,Slashing - Pre-Site Preparation,Mechanical,Tractor (non-harvest)
000,3045900000,ACRES,2017-10-31,,,55,0,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,0051004000,ACRES,2006-08-01,2006-09-25,,77,77,Chipping of Fuels,Chipping,NA
000,3280046000,ACRES,2018-10-15,,,5.4,0,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,7420071000,ACRES,2013-05-05,2013-05-05,2013-05-05,107,107,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
014,035038WALL,ACRES,2012-10-01,2014-02-06,2014-02-06,10.1,10.1,Site Preparation for Planting - Burning,Prescribed Burn,Drip torch
000,F451000035,ACRES,2011-09-13,2011-11-09,2011-11-09,10,10,Burning of Piled Material,Prescribed Burn,Drip torch
000,2190110000,ACRES,2014-06-20,2014-06-20,,52,52,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,F014000005,ACRES,2002-10-01,2003-05-30,2003-05-30,43.6,43.6,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,Drip torch
000,F014000005,ACRES,2007-10-01,2007-11-16,2007-11-16,43.6,43.6,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,1140198000,ACRES,2012-07-01,2012-09-07,2012-10-25,25,25,Precommercial Thin,Mechanical,Excavator
023,035038WALL,ACRES,2012-08-01,2012-08-31,,2,2,Thinning for Hazardous Fuels Reduction,Mechanical,Chain Saw
001,0083204000,ACRES,2009-04-21,2009-04-21,2009-07-01,20,20,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
001,0083204000,ACRES,2009-04-21,2009-04-21,2009-07-02,20,20,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
002,0372907000,ACRES,2015-03-20,2015-03-20,2015-03-20,4.2,4.2,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
002,0372907000,ACRES,2015-03-20,2015-03-20,2015-03-20,4.2,4.2,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Chain Saw
021,035038WALL,ACRES,2012-10-01,2014-02-06,2014-02-06,17.5,17.5,Site Preparation for Planting - Burning,Prescribed Burn,Drip torch
000,1754035000,ACRES,2010-07-06,2010-09-07,2010-09-22,2.3,2.3,"Piling of Fuels, Hand or Machine",Mechanical,Excavator
000,1754035000,ACRES,2011-10-01,2012-11-07,2012-11-07,2.3,2.3,Burning of Piled Material,Fire,Drip torch
001,3390016000,ACRES,2009-10-01,2010-05-01,,9,9,Tree Release and Weed,Mechanical,Masticator
000,7304161000,ACRES,2021-08-15,,,2.6,0,"Piling of Fuels, Hand or Machine",Power Hand,Chain Saw
000,2070905000,ACRES,2007-05-25,2008-04-01,2008-04-01,863,863,Underburn - Low Intensity (Majority of Unit),Wildfire,NA
015,035038WALL,ACRES,2012-08-01,2012-08-31,2012-11-20,1.5,1.5,Site Preparation for Planting - Mechanical,Mechanical,Tractor (non-harvest)
015,035038WALL,ACRES,2012-10-01,2014-02-06,2014-02-06,1.5,1.5,Site Preparation for Planting - Burning,Prescribed Burn,Drip torch
000,353000HT2C,ACRES,2008-10-01,2009-08-26,2009-10-10,16.5,16.5,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,353000HT2C,ACRES,2008-10-01,2009-08-26,2009-10-10,16.5,16.5,Chipping of Fuels,Manual,Chain Saw
000,FTSISKIYOU,ACRES,2008-10-01,2008-11-01,2008-11-01,48,48,Pruning to Raise Canopy Height and Discourage Crown Fire,Cut trees and brush,Chain Saw
000,2000084000,ACRES,2009-06-15,2009-07-15,,22,22,Tree Release and Weed,Mechanical,Masticator
000,2000084000,ACRES,2009-06-15,2009-07-15,,22,22,Compacting/Crushing of Fuels,Mechanical,Masticator
001,1190074000,ACRES,2014-07-14,2014-07-14,,45.5,45.5,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,2072702000,ACRES,2006-05-01,2006-06-01,2006-06-01,11,11,Chipping of Fuels,Mechanical,Chipper
001,6010914000,ACRES,2009-06-09,2009-07-02,2009-11-30,234.3,234.3,"Piling of Fuels, Hand or Machine",Manual,Hand Work
001,6010914000,ACRES,2009-06-09,2009-07-02,2009-11-30,234.3,234.3,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
001,610549F000,ACRES,2008-08-15,2009-08-25,2009-08-25,8,8,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,Helicopter (non-harvest)
000,3162305000,ACRES,2013-05-01,2013-09-20,2013-09-20,80,80,Tree Release and Weed,Manual,NA
000,1360923000,ACRES,2009-09-01,2009-09-25,2011-07-26,4,4,Tree Release and Weed,Mechanical,Masticator
000,1360923000,ACRES,2009-09-01,2009-09-25,2011-07-26,4,4,Rearrangement of Fuels,Mechanical,Masticator
000,1360923000,ACRES,2009-09-01,2009-09-25,2011-07-26,4,4,Precommercial Thin,Mechanical,Masticator
000,3162305000,ACRES,2014-10-14,2014-12-09,2014-12-09,80,80,Burning of Piled Material,Manual,Hand Work
000,5400036000,ACRES,2008-04-01,2008-07-21,,41,41,Commercial Thin,Tractor Logging,Rubber tired skidder logging
000,6351011000,ACRES,2013-12-31,2013-12-31,2013-12-31,28,28,Burning of Piled Material,Prescribed Burn,Drip torch
000,051104F001,ACRES,2015-01-01,2015-01-26,2015-01-26,200,200,"Piling of Fuels, Hand or Machine",Fire,Drip torch
000,1240002000,ACRES,2005-02-08,2005-09-30,2005-09-30,451,451,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,NA
002,MISPI0954F,ACRES,2008-11-01,2008-12-19,2008-12-19,2,2,Burning of Piled Material,Prescribed Burn,Drip torch
000,030408F001,ACRES,2015-01-01,2015-05-01,2015-05-01,4,4,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,01900H3090,ACRES,2014-01-01,2014-03-24,,0.1,0.1,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190D13052,ACRES,2007-05-15,2008-09-15,2008-09-15,0.3,0.3,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,01900H3061,ACRES,2014-01-01,2014-03-24,,0.7,0.7,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,019D131021,ACRES,2007-05-15,2008-09-15,2008-09-15,0.9,0.9,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,1210002907,ACRES,2003-01-10,2008-06-01,2008-06-01,33.1,33.1,Rearrangement of Fuels,Cut trees and brush,Chain Saw
000,1210002907,ACRES,2005-06-10,2009-03-31,2009-03-31,33.1,33.1,Burning of Piled Material,Fire,Drip torch
000,2151004000,ACRES,2007-12-17,2008-12-17,2008-12-17,105,10,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,0190G20034,ACRES,2010-06-01,2011-08-01,2011-08-01,0.2,0.2,Precommercial Thin,Manual,Chain Saw
000,0190G20034,ACRES,2010-06-01,2011-08-01,2011-08-01,0.2,0.2,Chipping of Fuels,Chipping,Chipper
025,035038WALL,ACRES,2012-08-01,2012-08-31,,10.9,10.9,Fuel Break,Mechanical,Tractor (non-harvest)
000,030408F001,ACRES,2015-01-01,2015-05-01,2015-05-01,4,4,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
000,1220136000,ACRES,2010-09-01,2010-11-09,2010-11-09,69,69,Burning of Piled Material,Prescribed Burn,Drip torch
000,01900H2135,ACRES,2014-01-01,2014-03-24,,0.8,0.8,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,4700061000,ACRES,2007-08-01,,,9,0,Burning of Piled Material,Fire,Drip torch
000,4700061000,ACRES,2007-08-01,,,9,0,"Piling of Fuels, Hand or Machine",Manual,NA
000,6130003000,ACRES,2013-05-08,2013-05-08,2013-09-03,26,26,Precommercial Thin,Mechanical,Masticator
000,6130003000,ACRES,2013-05-08,2013-05-08,2013-09-03,26,26,Tree Release and Weed,Mechanical,Masticator
007,FTMADRDFB6,ACRES,2011-10-01,2012-02-08,2012-02-08,2.1,2.1,Burning of Piled Material,Prescribed Burn,Drip torch
000,0010044000,ACRES,2014-04-18,2014-04-18,2014-06-27,77,77,Precommercial Thin,Mechanical,Masticator
000,019F221034,ACRES,2009-06-01,2010-08-29,2010-08-29,0.8,0.8,Precommercial Thin,Manual,Chain Saw
000,019F221034,ACRES,2009-06-01,2010-08-29,2010-08-29,0.8,0.8,Chipping of Fuels,Chipping,Chipper
000,01900C7002,ACRES,2007-05-15,2008-06-15,2008-06-15,0.5,0.5,Precommercial Thin,Manual,Chain Saw
000,0030323000,ACRES,2012-09-15,2012-09-15,2013-08-01,26,26,Precommercial Thin,Mechanical,Masticator
000,0190H15007,ACRES,2011-05-05,2011-08-01,2011-08-01,0.3,0.3,Burning of Piled Material,Prescribed Burn,Drip torch
000,5101209000,ACRES,2014-04-15,2014-06-15,2014-09-01,12.5,12.5,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Chain Saw
000,5101209000,ACRES,2014-04-15,2014-06-15,2014-09-01,12.5,12.5,Yarding - Removal of Fuels by Carrying or Dragging,Manual,Chain Saw
000,0001054240,ACRES,2013-09-16,,,21,0,"Piling of Fuels, Hand or Machine",Mechanical,Tractor (non-harvest)
000,0001054240,ACRES,2013-08-10,2013-08-26,2013-12-09,21,21,Wildfire - Human Ignition,Wildfire,NA
000,NSHORE000F,ACRES,2007-10-01,2008-08-15,2008-08-15,20,20,Chipping of Fuels,Removal,Chipper
000,NSHORE000F,ACRES,2007-08-13,2007-08-13,2007-08-13,20,20,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,5400039000,ACRES,2008-04-01,2008-07-21,,18,18,Precommercial Thin,Biomass,NA
000,5400039000,ACRES,2008-04-01,2008-07-21,,18,18,Commercial Thin,Tractor Logging,Rubber tired skidder logging
000,7404180000,ACRES,2017-07-15,,,0.8,0,"Piling of Fuels, Hand or Machine",Manual,Hand saw
000,1140188000,ACRES,2012-07-01,2012-09-07,2012-11-01,3,3,Precommercial Thin,Mechanical,Excavator
000,4621320000,ACRES,1997-07-15,2006-11-15,2006-11-15,54,54,Yarding - Removal of Fuels by Carrying or Dragging,Biomass,NA
000,7404180000,ACRES,2009-08-15,2010-09-29,2012-08-30,1.2,1.2,Wildlife Habitat Regeneration cut,Mechanical,Feller Buncher
002,3430180000,ACRES,2009-10-31,2010-05-25,2010-05-27,19,19,Burning of Piled Material,Fire,Drip torch
002,3430180000,ACRES,2006-09-13,2009-06-16,2009-08-05,19,19,"Piling of Fuels, Hand or Machine",Manual,Hand Work
002,3430180000,ACRES,2006-09-13,2009-06-16,2009-08-05,19,19,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,3410070000,ACRES,2008-10-01,2009-02-10,2009-02-10,11,11,Burning of Piled Material,Prescribed Burn,Drip torch
000,600172N000,ACRES,2004-10-01,2004-10-30,2004-10-30,25,25,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,NA
000,F012000102,ACRES,2011-10-05,2011-10-05,2011-10-05,4,4,Burning of Piled Material,Prescribed Burn,Drip torch
000,0010043000,ACRES,2007-03-07,,,16,0,Prune,Manual,Chain Saw
000,0010043000,ACRES,2007-03-07,2007-07-15,2008-05-01,16,16,Precommercial Thin,Manual,Chain Saw
000,0010043000,ACRES,2007-03-07,2007-07-15,2008-05-01,16,16,Tree Release and Weed,Manual,Chain Saw
000,0302901000,ACRES,2006-06-15,2006-06-15,2006-08-15,34,17,Tree Release and Weed,Manual,Hand Tool
000,3410070000,ACRES,2008-10-01,2008-10-02,2008-10-02,11,11,Thinning for Hazardous Fuels Reduction,Power Hand,Chain Saw
000,6S29000000,ACRES,2010-10-01,2010-10-27,2010-10-27,20,2,Burning of Piled Material,Prescribed Burn,Drip torch
017,035038WALL,ACRES,2013-10-01,2014-02-06,2014-02-06,11.3,11.3,Site Preparation for Planting - Burning,Prescribed Burn,Drip torch
026,035038WALL,ACRES,2012-08-01,2012-08-31,,3.1,3.1,Thinning for Hazardous Fuels Reduction,Mechanical,Chain Saw
017,035038WALL,ACRES,2012-08-01,2012-08-31,,11.3,11.3,Thinning for Hazardous Fuels Reduction,Mechanical,Chain Saw
001,ROAD2S31Y0,ACRES,2011-10-15,2011-10-15,2011-10-15,3.7,3.7,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,6010126000,ACRES,2011-10-01,,,287,0,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
017,035038WALL,ACRES,2012-08-01,2012-08-31,,11.3,11.3,Site Preparation for Planting - Mechanical,Mechanical,Tractor (non-harvest)
017,035038WALL,ACRES,2012-08-01,2012-08-31,,11.3,11.3,Slashing - Pre-Site Preparation,Mechanical,Tractor (non-harvest)
001,ROAD2S31Y0,ACRES,2011-10-15,2011-10-15,2011-10-15,3.4,3.4,Chipping of Fuels,Mechanical,Chipper
000,0051008000,ACRES,2010-09-15,2010-09-15,2010-09-15,83,83,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Chain Saw
002,600063F000,ACRES,2007-05-30,2007-05-30,2007-05-30,14,14,Burning of Piled Material,Mechanical,Propane torch
017,035038WALL,ACRES,2012-08-01,2012-08-31,,11.3,11.3,Site Preparation for Planting - Mechanical,Mechanical,Tractor (non-harvest)
017,035038WALL,ACRES,2012-08-01,2012-08-31,,11.3,11.3,Slashing - Pre-Site Preparation,Mechanical,Tractor (non-harvest)
000,7540020000,ACRES,2009-03-01,2009-03-24,2009-07-03,15,15,Compacting/Crushing of Fuels,Mechanical,Masticator
000,T284000064,ACRES,2004-09-14,2004-09-14,2005-09-30,48,48,Precommercial Thin,Manual,Chain Saw
000,0190D13052,ACRES,2007-05-15,2010-03-15,2010-03-15,0.3,0.3,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190D13052,ACRES,2007-05-15,2008-09-15,2008-09-15,0.3,0.3,Precommercial Thin,Manual,Chain Saw
000,019D131021,ACRES,2007-05-15,2008-09-15,2008-09-15,0.9,0.9,Precommercial Thin,Manual,Chain Saw
000,019D131021,ACRES,2007-05-15,2010-03-15,2010-03-15,0.9,0.9,Burning of Piled Material,Prescribed Burn,Drip torch
017,035038WALL,ACRES,2013-10-01,2014-02-06,2014-02-06,11.3,11.3,Site Preparation for Planting - Burning,Prescribed Burn,Drip torch
017,035038WALL,ACRES,2012-08-01,2012-08-31,,11.3,11.3,Thinning for Hazardous Fuels Reduction,Mechanical,Chain Saw
000,4060400000,ACRES,2011-11-01,2011-11-14,2011-11-15,19.9,19.9,Jackpot Burning - Scattered concentrations,Manual,Hand Work
012,035038WALL,ACRES,2012-08-01,2012-08-31,2012-11-20,6.4,6.4,Slashing - Pre-Site Preparation,Mechanical,Tractor (non-harvest)
000,4060400000,ACRES,2011-11-01,2011-11-14,2011-11-17,19.9,19.9,Burning of Piled Material,Manual,Hand Work
012,035038WALL,ACRES,2012-08-01,2012-08-31,2012-11-20,6.4,6.4,Thinning for Hazardous Fuels Reduction,Mechanical,Chain Saw
012,035038WALL,ACRES,2012-10-01,2014-02-06,2014-02-06,6.4,6.4,Site Preparation for Planting - Burning,Prescribed Burn,Drip torch
012,035038WALL,ACRES,2012-08-01,2012-08-31,2012-11-20,6.4,6.4,Site Preparation for Planting - Mechanical,Mechanical,Tractor (non-harvest)
002,FTGSMTRD01,ACRES,2005-11-10,2006-04-19,2006-04-19,75,75,Burning of Piled Material,Prescribed Burn,Drip torch
000,2001000000,ACRES,2008-09-15,,,315,0,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,6S29000000,ACRES,2013-11-05,2013-12-03,2013-12-03,2,2,Burning of Piled Material,Fire,Drip torch
009,035038WALL,ACRES,2014-01-06,2014-02-06,2014-02-06,16.3,16.3,Site Preparation for Planting - Burning,Prescribed Burn,Drip torch
001,0050031000,ACRES,2009-11-02,2009-12-03,2009-12-03,199,199,Broadcast Burning - Covers a majority of the unit,Fire,Drip torch
000,0190G21019,ACRES,2010-10-01,2010-10-30,2010-10-30,1,1,Burning of Piled Material,Prescribed Burn,Drip torch
000,302000T98A,ACRES,2008-10-01,2009-08-26,2009-10-10,13.7,13.7,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,302000T98A,ACRES,2008-10-01,2009-08-26,2009-10-10,13.7,13.7,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,5010244000,ACRES,2010-10-15,,,0.9,0,Burning of Piled Material,Fire,Drip torch
009,035038WALL,ACRES,2012-08-01,2012-08-31,2012-11-20,16.3,16.3,Thinning for Hazardous Fuels Reduction,Mechanical,Chain Saw
009,035038WALL,ACRES,2012-08-01,2012-08-31,2012-11-20,16.3,16.3,Site Preparation for Planting - Mechanical,Mechanical,Tractor (non-harvest)
001,8554021000,ACRES,2011-09-26,2011-09-26,2012-09-01,3.3,3.3,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,Chain Saw
004,6010914000,ACRES,2009-06-09,2011-02-01,2011-02-01,122.8,122.8,Burning of Piled Material,Fire,Drip torch
000,4281000000,ACRES,2010-10-01,2011-09-22,2011-12-22,10.8,10.8,"Piling of Fuels, Hand or Machine",Manual,Hand Work
